PERSONID,SURID,COMCOLI,SALARY
030000000101070008,3,0,21000
030000000101070009,3,0,14000
030000000101070100,3,0,21000
030000000101070101,3,1,31000
030000000101070102,3,0,21000
030000000101070103,3,1,62000
030000000101070104,3,1,29000
030000000101070105,3,1,43000
030000000101070106,3,1,44000
030000000101070107,3,0,40000
030000000101070108,3,0,9999998
030000000101070109,3,0,14000
030000000101070200,3,0,25000
030000000101070201,3,1,9999998
030000000101070202,3,0,30000
030000000101070203,3,1,22000
030000000101070204,3,1,28000
030000000101070205,3,0,25000
030000000101070206,3,1,22000
030000000101070207,3,0,9999998
030000000101070208,3,0,9999998
030000000101070209,3,0,13000
030000000101070300,3,0,9999998
030000000101070301,3,1,9999998
030000000101070302,3,0,9999999
030000000101070303,3,0,9999999
030000000101070304,3,0,9999998
030000000101070305,3,1,18000
030000000101070306,3,0,9999998
030000000101070307,3,0,27000
030000000101070308,3,0,39000
030000000101070309,3,0,9999999
030000000101070400,3,0,9999999
030000000101070401,3,1,40000
030000000101070402,3,1,9999998
030000000101070403,3,0,40000
030000000101070404,3,1,37000
030000000101070405,3,0,34000
030000000101070406,3,0,48000
030000000101070407,3,1,42000
030000000101070408,3,0,9999998
030000000101070409,3,0,9999999
030000000101070500,3,0,24000
030000000101070501,3,0,36000
030000000101070502,3,0,39000
030000000101070503,3,0,39000
030000000101070504,3,0,51000
030000000101070505,3,0,9999999
030000000101070506,3,0,9999999
030000000101070507,3,0,9999999
030000000101070508,3,0,34000
030000000101070509,3,0,35000
030000000101070600,3,1,37000
030000000101070601,3,0,39000
030000000101070602,3,0,9999998
030000000101070603,3,0,50000
030000000101070604,3,0,55000
030000000101070605,3,0,9999998
030000000101070606,3,0,25000
030000000101070607,3,1,17000
030000000101070608,3,0,9999998
030000000101070609,3,1,18000
030000000101070700,3,0,12000
030000000101070701,3,0,45000
030000000101070702,3,0,40000
030000000101070703,3,0,46000
030000000101070704,3,0,9999999
030000000101070705,3,1,15000
030000000101070706,3,0,34000
030000000101070707,3,1,35000
030000000101070708,3,1,40000
030000000101070709,3,1,31000
030000000101070800,3,0,9999999
030000000101070801,3,0,14000
030000000101070802,3,0,18000
030000000101070803,3,1,9999999
030000000101070804,3,0,9000
030000000101070805,3,0,15000
030000000101070806,3,0,9999999
030000000101070807,3,0,22000
030000000101070808,3,1,26000
030000000101070809,3,0,17000
030000000101070900,3,0,28000
030000000101070901,3,1,18000
030000000101070902,3,1,32000
030000000101070903,3,1,34000
030000000101070904,3,0,30000
030000000101070905,3,1,43000
030000000101070906,3,0,35000
030000000101070907,3,0,9999999
030000000101070908,3,0,35000
030000000101070909,3,0,9999999
030000000101080000,3,0,36000
030000000101080001,3,1,19000
030000000101080002,3,0,9999998
030000000101080003,3,1,27000
030000000101080004,3,0,18000
030000000101080005,3,0,9999999
030000000101080006,3,0,42000
030000000101080007,3,0,30000
030000000101080008,3,0,18000
030000000101080009,3,1,40000
030000000101080100,3,0,28000
030000000101080101,3,0,30000
030000000101080102,3,1,40000
030000000101080103,3,0,24000
030000000101080104,3,0,35000
030000000101080105,3,0,30000
030000000101080106,3,0,35000
030000000101080107,3,1,45000
030000000101080108,3,0,52000
030000000101080109,3,0,37000
030000000101080200,3,0,43000
030000000101080201,3,0,43000
030000000101080202,3,1,56000
030000000101080203,3,1,32000
030000000101080204,3,1,25000
030000000101080205,3,0,27000
030000000101080206,3,0,22000
030000000101080207,3,0,9999998
030000000101080208,3,0,9999998
030000000101080209,3,0,9999999
030000000101080300,3,1,9999999
030000000101080301,3,0,23000
030000000101080302,3,0,9999999
030000000101080303,3,0,30000
030000000101080304,3,0,9999999
030000000101080305,3,0,39000
030000000101080306,3,1,32000
030000000101080307,3,0,9999999
030000000101080308,3,1,50000
030000000101080309,3,0,16000
030000000101080400,3,0,20000
030000000101080401,3,0,40000
030000000101080402,3,0,50000
030000000101080403,3,0,41000
030000000101080404,3,1,26000
030000000101080405,3,0,38000
030000000101080406,3,0,36000
030000000101080407,3,1,9999998
030000000101080408,3,0,55000
030000000101080409,3,1,9999998
030000000101080500,3,0,39000
030000000101080501,3,0,23000
030000000101080502,3,1,28000
030000000101080503,3,0,25000
030000000101080504,3,0,36000
030000000101080505,3,1,29000
030000000101080506,3,0,26000
030000000101080507,3,0,9999999
030000000101080508,3,1,9999998
030000000101080509,3,0,9999998
030000000101080600,3,1,9999998
030000000101080601,3,1,34000
030000000101080602,3,1,9999999
030000000101080603,3,0,9999998
030000000101080604,3,0,24000
030000000101080605,3,0,9999999
030000000101080606,3,1,32000
030000000101080607,3,0,9999999
030000000101080608,3,0,39000
030000000101080609,3,0,24000
030000000101080700,3,0,20000
030000000101080701,3,0,19000
030000000101080702,3,0,9999999
030000000101080703,3,0,9999998
030000000101080704,3,1,9999999
030000000101080705,3,0,41000
030000000101080706,3,0,13000
030000000101080707,3,0,23000
030000000101080708,3,0,9999999
030000000101080709,3,0,14000
030000000101080800,3,1,29000
030000000101080801,3,0,47000
030000000101080802,3,1,32000
030000000101080804,3,1,9999998
030000000101080805,3,0,50000
030000000101080806,3,1,9999998
030000000101080807,3,0,45000
030000000101080808,3,0,24000
030000000101080809,3,0,9999999
030000000101080900,3,0,14000
030000000101080901,3,0,9999998
030000000101080902,3,0,12000
030000000101080903,3,1,9999999
030000000101080904,3,0,40000
030000000101080905,3,0,50000
030000000101080906,3,0,32000
030000000101080907,3,0,40000
030000000101080908,3,0,32000
030000000101080909,3,0,45000
030000000101090000,3,1,18000
030000000101090001,3,1,9999999
030000000101090002,3,0,12000
030000000101090003,3,0,22000
030000000101090004,3,0,9999999
030000000101090005,3,1,9999999
030000000101090006,3,0,56000
030000000101090007,3,0,9999999
030000000101090008,3,1,26000
030000000101090009,3,0,9999999
030000000101090100,3,0,9999999
030000000101090101,3,0,37000
030000000101090102,3,0,9999999
030000000101090103,3,0,46000
030000000101090104,3,1,39000
030000000101090105,3,0,9999999
030000000101090106,3,0,24000
030000000101090107,3,0,9999999
030000000101090108,3,0,25000
030000000101090109,3,1,9999999
030000000101090200,3,0,44000
030000000101090201,3,0,57000
030000000101090202,3,0,9999998
030000000101090203,3,0,40000
030000000101090204,3,0,20000
030000000101090205,3,0,35000
030000000101090206,3,0,12000
030000000101090207,3,0,23000
030000000101090208,3,1,30000
030000000101090209,3,1,29000
030000000101090300,3,1,65000
030000000101090301,3,0,41000
030000000101090302,3,0,22000
030000000101090303,3,0,9999999
030000000101090304,3,0,41000
030000000101090305,3,1,30000
030000000101090306,3,0,28000
030000000101090307,3,0,21000
030000000101090308,3,0,43000
030000000101090309,3,0,40000
030000000101090400,3,0,25000
030000000101090401,3,0,15000
030000000101090402,3,1,25000
030000000101090403,3,0,49000
030000000101090404,3,0,9999998
030000000101090405,3,0,28000
030000000101090406,3,0,30000
030000000101090407,3,0,9999999
030000000101090408,3,0,9999998
030000000101090409,3,0,18000
030000000101090500,3,0,45000
030000000101090501,3,1,32000
030000000101090502,3,1,25000
030000000101090503,3,0,9999999
030000000101090504,3,1,9999998
030000000101090505,3,0,21000
030000000101090506,3,1,24000
030000000101090507,3,0,9999999
030000000101090508,3,1,60000
030000000101090509,3,0,34000
030000000101090600,3,1,16000
030000000101090601,3,0,23000
030000000101090602,3,0,35000
030000000101090603,3,0,19000
030000000101090604,3,0,78000
030000000101090605,3,0,46000
030000000101090606,3,1,31000
030000000101090607,3,0,43000
030000000101090608,3,1,23000
030000000101090609,3,0,9999998
030000000101090700,3,1,21000
030000000101090701,3,0,9999998
030000000101090702,3,0,25000
030000000101090703,3,1,50000
030000000101090704,3,0,23000
030000000101090705,3,0,46000
030000000101090706,3,0,25000
030000000101090707,3,1,22000
030000000101090708,3,0,33000
030000000101090709,3,0,23000
030000000101090800,3,0,38000
030000000101090801,3,0,42000
030000000101090802,3,0,12000
030000000101090803,3,0,45000
030000000101090804,3,0,34000
030000000101090805,3,0,46000
030000000101090806,3,1,35000
030000000101090807,3,0,36000
030000000101090808,3,0,30000
030000000101090809,3,0,9999998
030000000101090900,3,0,9999999
030000000101090901,3,0,35000
030000000101090902,3,0,15000
030000000101090903,3,1,31000
030000000101090904,3,1,9999999
030000000101090905,3,1,22000
030000000101090906,3,1,37000
030000000101090907,3,1,9999999
030000000101090908,3,0,9999998
030000000101090909,3,0,55000
030000000102000000,3,0,30000
030000000102000001,3,0,9999999
030000000102000002,3,0,9999999
030000000102000003,3,1,74000
030000000102000004,3,0,9999999
030000000102000005,3,0,24000
030000000102000006,3,0,45000
030000000102000007,3,0,55000
030000000102000008,3,1,43000
030000000102000009,3,1,37000
030000000102000100,3,0,27000
030000000102000101,3,1,70000
030000000102000102,3,1,17000
030000000102000103,3,0,9999999
030000000102000104,3,0,42000
030000000102000105,3,1,9999999
030000000102000106,3,1,47000
030000000102000107,3,1,28000
030000000102000108,3,0,29000
030000000102000109,3,0,11000
030000000102000200,3,0,10000
030000000102000201,3,1,29000
030000000102000202,3,1,40000
030000000102000203,3,1,9999999
030000000102000204,3,1,67000
030000000102000205,3,0,41000
030000000102000206,3,0,9999998
030000000102000207,3,1,38000
030000000102000208,3,0,9999999
030000000102000209,3,1,14000
030000000102000300,3,0,9999998
030000000102000301,3,0,9999999
030000000102000302,3,0,40000
030000000102000303,3,1,40000
030000000102000304,3,0,9999998
030000000102000305,3,0,48000
030000000102000306,3,1,32000
030000000102000307,3,0,42000
030000000102000308,3,0,9999998
030000000102000309,3,0,9999999
030000000102000400,3,0,9999999
030000000102000401,3,0,9999999
030000000102000402,3,0,9999998
030000000102000403,3,0,42000
030000000102000404,3,1,9999998
030000000102000405,3,0,28000
030000000102000406,3,0,32000
030000000102000407,3,1,9999999
030000000102000408,3,1,28000
030000000102000409,3,0,9999999
030000000102000500,3,1,22000
030000000102000501,3,1,36000
030000000102000502,3,0,25000
030000000102000503,3,1,9999999
030000000102000504,3,0,25000
030000000102000505,3,0,42000
030000000102000506,3,0,25000
030000000102000507,3,0,18000
030000000102000508,3,0,14000
030000000102000509,3,0,14000
030000000102000600,3,1,9999999
030000000102000601,3,0,9999999
030000000102000602,3,0,9999998
030000000102000603,3,0,9999999
030000000102000604,3,0,23000
030000000102000605,3,0,11000
030000000102000606,3,0,26000
030000000102000607,3,0,22000
030000000102000608,3,0,9999998
030000000102000609,3,0,45000
030000000102000700,3,0,9999999
030000000102000701,3,1,31000
030000000102000702,3,0,9999999
030000000102000703,3,0,9999998
030000000102000704,3,1,42000
030000000102000705,3,1,9999999
030000000102000706,3,0,63000
030000000102000707,3,0,9999999
030000000102000708,3,1,9999998
030000000102000709,3,0,34000
030000000102000800,3,1,30000
030000000102000801,3,0,15000
030000000102000802,3,0,9999999
030000000102000803,3,0,9999998
030000000102000804,3,0,9999999
030000000102000805,3,1,9999998
030000000102000806,3,0,48000
030000000102000807,3,1,23000
030000000102000808,3,1,23000
030000000102000809,3,1,9999999
030000000102000900,3,0,9999998
030000000102000901,3,1,9999999
030000000102000902,3,0,24000
030000000102000903,3,1,18000
030000000102000904,3,1,9999998
030000000102000905,3,0,9999998
030000000102000906,3,1,19000
030000000102000907,3,1,9999998
030000000102000908,3,0,9999999
030000000102000909,3,0,9999999
030000000102010000,3,0,22000
030000000102010001,3,1,18000
030000000102010002,3,0,47000
030000000102010003,3,0,9999999
030000000102010004,3,1,34000
030000000102010005,3,0,18000
030000000102010006,3,1,20000
030000000102010007,3,0,9999998
030000000102010008,3,1,20000
030000000102010009,3,1,35000
030000000102010100,3,0,9999999
030000000102010101,3,0,33000
030000000102010102,3,0,30000
030000000102010103,3,1,9999998
030000000102010104,3,0,28000
030000000102010105,3,0,35000
030000000102010106,3,1,15000
030000000102010107,3,0,40000
030000000102010108,3,1,22000
030000000102010109,3,1,38000
030000000102010200,3,0,9999998
030000000102010201,3,1,9999999
030000000102010202,3,0,40000
030000000102010203,3,0,25000
030000000102010204,3,0,9999999
030000000102010205,3,1,14000
030000000102010206,3,0,47000
030000000102010207,3,1,27000
030000000102010208,3,0,9999999
030000000102010209,3,0,34000
030000000102010300,3,0,9999998
030000000102010301,3,0,9999998
030000000102010302,3,1,9999999
030000000102010303,3,1,26000
030000000102010304,3,1,25000
030000000102010305,3,0,37000
030000000102010306,3,0,9999999
030000000102010307,3,0,40000
030000000102010308,3,1,25000
030000000102010309,3,0,24000
030000000102010400,3,1,43000
030000000102010401,3,1,9999998
030000000102010402,3,0,35000
030000000102010403,3,1,24000
030000000102010404,3,0,24000
030000000102010405,3,1,40000
030000000102010406,3,0,9999999
030000000102010407,3,1,40000
030000000102010408,3,0,68000
030000000102010409,3,0,36000
030000000102010500,3,0,45000
030000000102010501,3,0,37000
030000000102010502,3,1,9999999
030000000102010503,3,0,20000
030000000102010504,3,0,40000
030000000102010505,3,1,31000
030000000102010506,3,1,9999999
030000000102010507,3,1,30000
030000000102010508,3,0,36000
030000000102010509,3,0,9999999
030000000102010600,3,1,19000
030000000102010601,3,0,32000
030000000102010602,3,0,9999999
030000000102010603,3,1,29000
030000000102010604,3,1,9999999
030000000102010605,3,0,30000
030000000102010606,3,1,22000
030000000102010607,3,1,9999998
030000000102010608,3,0,29000
030000000102010609,3,0,9999998
030000000102010700,3,0,23000
030000000102010701,3,0,9999998
030000000102010702,3,0,38000
030000000102010703,3,1,31000
030000000102010704,3,0,9999998
030000000102010705,3,0,38000
030000000102010706,3,1,40000
030000000102010707,3,0,19000
030000000102010708,3,1,9000
030000000102010709,3,0,22000
030000000102010800,3,1,15000
030000000102010801,3,0,9999999
030000000102010802,3,0,24000
030000000102010803,3,1,60000
030000000102010804,3,1,40000
030000000102010805,3,0,40000
030000000102010806,3,0,10000
030000000102010807,3,0,35000
030000000102010808,3,1,27000
030000000102010809,3,1,15000
030000000102010900,3,0,9999999
030000000102010901,3,0,9999999
030000000102010902,3,1,9999998
030000000102010903,3,0,11000
030000000102010904,3,0,34000
030000000102010905,3,0,27000
030000000102010906,3,0,9999998
030000000102010907,3,0,41000
030000000102010908,3,1,9999998
030000000102010909,3,0,9999998
030000000102020000,3,0,9999999
030000000102020001,3,0,25000
030000000102020002,3,0,42000
030000000102020003,3,1,44000
030000000102020004,3,0,47000
030000000102020005,3,1,9999998
030000000102020006,3,1,33000
030000000102020007,3,0,14000
030000000102020008,3,1,22000
030000000102020009,3,0,50000
030000000102020100,3,0,28000
030000000102020101,3,1,21000
030000000102020102,3,0,37000
030000000102020103,3,1,56000
030000000102020104,3,0,19000
030000000102020105,3,1,10000
030000000102020106,3,1,9999999
030000000102020107,3,0,60000
030000000102020108,3,0,13000
030000000102020109,3,1,43000
030000000102020200,3,1,34000
030000000102020201,3,0,9999998
030000000102020202,3,0,9999999
030000000102020203,3,0,45000
030000000102020204,3,0,35000
030000000102020205,3,0,9999999
030000000102020206,3,1,9999998
030000000102020207,3,1,17000
030000000102020208,3,0,20000
030000000102020209,3,0,25000
030000000102020300,3,0,9999999
030000000102020301,3,0,9999998
030000000102020302,3,0,9999999
030000000102020303,3,0,28000
030000000102020304,3,0,9999999
030000000102020305,3,0,16000
030000000102020306,3,0,40000
030000000102020307,3,1,46000
030000000102020308,3,0,9999999
030000000102020309,3,0,40000
030000000102020400,3,0,40000
030000000102020401,3,1,25000
030000000102020402,3,0,36000
030000000102020403,3,0,31000
030000000102020404,3,0,9999998
030000000102020405,3,0,47000
030000000102020406,3,1,15000
030000000102020407,3,0,14000
030000000102020408,3,1,34000
030000000102020409,3,0,9999998
030000000102020500,3,1,12000
030000000102020501,3,0,19000
030000000102020502,3,1,11000
030000000102020503,3,0,45000
030000000102020504,3,0,60000
030000000102020505,3,0,17000
030000000102020506,3,1,35000
030000000102020507,3,1,32000
030000000102020508,3,1,9999998
030000000102020509,3,0,13000
030000000102020600,3,1,33000
030000000102020601,3,0,31000
030000000102020602,3,1,25000
030000000102020603,3,0,26000
030000000102020604,3,1,9999998
030000000102020605,3,1,9999999
030000000102020606,3,0,9999999
030000000102020607,3,0,29000
030000000102020608,3,1,45000
030000000102020609,3,1,40000
030000000102020700,3,0,40000
030000000102020701,3,0,36000
030000000102020702,3,1,35000
030000000102020703,3,1,35000
030000000102020704,3,0,31000
030000000102020705,3,0,26000
030000000102020706,3,0,32000
030000000102020707,3,0,30000
030000000102020708,3,0,9999999
030000000102020709,3,0,46000
030000000102020800,3,0,21000
030000000102020801,3,0,29000
030000000102020803,3,1,24000
030000000102020804,3,1,35000
030000000102020805,3,0,9999999
030000000102020806,3,0,25000
030000000102020807,3,1,36000
030000000102020808,3,0,40000
030000000102020809,3,0,40000
030000000102020900,3,1,9999999
030000000102020901,3,0,15000
030000000102020902,3,0,35000
030000000102020903,3,0,9999999
030000000102020904,3,1,41000
030000000102020905,3,0,9999999
030000000102020906,3,0,26000
030000000102020907,3,0,15000
030000000102020908,3,0,48000
030000000102020909,3,0,52000
030000000102030000,3,1,11000
030000000102030001,3,0,9999998
030000000102030002,3,0,19000
030000000102030003,3,0,9999998
030000000102030004,3,0,80000
030000000102030005,3,0,9999999
030000000102030006,3,1,52000
030000000102030007,3,1,9999999
030000000102030008,3,0,31000
030000000102030009,3,0,32000
030000000102030100,3,0,17000
030000000102030101,3,0,41000
030000000102030102,3,0,9999998
030000000102030103,3,1,17000
030000000102030104,3,1,14000
030000000102030105,3,1,9999999
030000000102030106,3,1,9999998
030000000102030107,3,1,30000
030000000102030108,3,1,9999998
030000000102030109,3,0,20000
030000000102030200,3,0,45000
030000000102030201,3,1,9999998
030000000102030202,3,0,13000
030000000102030203,3,0,9999999
030000000102030204,3,0,24000
030000000102030205,3,0,28000
030000000102030206,3,1,9999999
030000000102030207,3,1,11000
030000000102030208,3,0,9999998
030000000102030209,3,0,23000
030000000102030300,3,0,25000
030000000102030301,3,1,12000
030000000102030302,3,0,13000
030000000102030303,3,0,16000
030000000102030304,3,0,48000
030000000102030305,3,0,9999999
030000000102030306,3,0,13000
030000000102030307,3,1,9999998
030000000102030308,3,0,10000
030000000102030309,3,0,9999998
030000000102030400,3,0,25000
030000000102030401,3,0,19000
030000000102030402,3,1,9999998
030000000102030403,3,0,45000
030000000102030404,3,1,29000
030000000102030405,3,0,27000
030000000102030406,3,1,30000
030000000102030407,3,0,40000
030000000102030408,3,0,29000
030000000102030409,3,0,44000
030000000102030500,3,1,9999999
030000000102030501,3,1,9999999
030000000102030502,3,0,13000
030000000102030503,3,0,35000
030000000102030504,3,1,9999999
030000000102030505,3,1,9999999
030000000102030506,3,0,15000
030000000102030507,3,0,9999998
030000000102030508,3,0,9999999
030000000102030509,3,0,25000
030000000102030600,3,0,9999998
030000000102030601,3,0,43000
030000000102030602,3,0,9999999
030000000102030603,3,0,41000
030000000102030604,3,1,35000
030000000102030605,3,1,9999999
030000000102030606,3,0,9000
030000000102030607,3,0,40000
030000000102030608,3,0,11000
030000000102030609,3,1,13000
030000000102030700,3,1,70000
030000000102030701,3,1,24000
030000000102030702,3,1,42000
030000000102030703,3,0,39000
030000000102030704,3,1,36000
030000000102030705,3,0,13000
030000000102030706,3,1,9999999
030000000102030707,3,0,14000
030000000102030708,3,0,14000
030000000102030709,3,0,45000
030000000102030800,3,0,9999999
030000000102030801,3,1,39000
030000000102030802,3,0,52000
030000000102030803,3,0,32000
030000000102030804,3,0,12000
030000000102030805,3,0,9999999
030000000102030806,3,0,38000
030000000102030807,3,1,38000
030000000102030808,3,0,17000
030000000102030809,3,1,9999998
030000000102030900,3,0,9999998
030000000102030901,3,0,20000
030000000102030902,3,0,25000
030000000102030903,3,0,9999999
030000000102030904,3,1,9999998
030000000102030905,3,0,45000
030000000102030906,3,1,18000
030000000102030907,3,1,43000
030000000102030908,3,0,40000
030000000102030909,3,0,9999998
030000000102040000,3,1,20000
030000000102040001,3,0,47000
030000000102040002,3,0,24000
030000000102040003,3,0,32000
030000000102040004,3,0,37000
030000000102040005,3,0,42000
030000000102040006,3,0,9999998
030000000102040007,3,0,9999999
030000000102040008,3,0,24000
030000000102040009,3,0,31000
030000000102040100,3,0,9999999
030000000102040101,3,1,9999998
030000000102040102,3,0,9999999
030000000102040103,3,1,31000
030000000102040104,3,0,43000
030000000102040105,3,0,9999998
030000000102040106,3,0,9999999
030000000102040107,3,0,9999999
030000000102040108,3,0,26000
030000000102040109,3,0,55000
030000000102040200,3,1,41000
030000000102040201,3,0,9999999
030000000102040202,3,0,36000
030000000102040203,3,0,43000
030000000102040204,3,0,43000
030000000102040205,3,1,17000
030000000102040206,3,1,34000
030000000102040207,3,0,9999999
030000000102040208,3,1,33000
030000000102040209,3,0,9999998
030000000102040300,3,0,31000
030000000102040301,3,0,9999998
030000000102040302,3,0,30000
030000000102040303,3,1,46000
030000000102040304,3,1,37000
030000000102040305,3,0,35000
030000000102040306,3,0,9999998
030000000102040307,3,0,9999998
030000000102040308,3,1,24000
030000000102040309,3,0,12000
030000000102040400,3,1,30000
030000000102040401,3,1,9999998
030000000102040402,3,1,17000
030000000102040403,3,1,9999999
030000000102040404,3,1,75000
030000000102040405,3,0,16000
030000000102040406,3,0,9999998
030000000102040407,3,1,25000
030000000102040408,3,0,18000
030000000102040409,3,0,15000
030000000102040500,3,1,16000
030000000102040501,3,0,16000
030000000102040502,3,0,41000
030000000102040503,3,1,30000
030000000102040504,3,0,9999999
030000000102040505,3,0,35000
030000000102040506,3,0,36000
030000000102040507,3,0,40000
030000000102040508,3,1,19000
030000000102040509,3,0,50000
030000000102040600,3,0,9999998
030000000102040601,3,0,18000
030000000102040602,3,0,9999999
030000000102040603,3,0,9999998
030000000102040604,3,0,26000
030000000102040605,3,1,45000
030000000102040606,3,1,35000
030000000102040607,3,1,26000
030000000102040608,3,1,44000
030000000102040609,3,0,9999998
030000000102040700,3,1,9999999
030000000102040701,3,0,9999999
030000000102040702,3,1,78000
030000000102040703,3,1,17000
030000000102040704,3,1,60000
030000000102040705,3,1,11000
030000000102040706,3,0,9999999
030000000102040707,3,1,23000
030000000102040708,3,1,9999999
030000000102040709,3,0,15000
030000000102040800,3,0,70000
030000000102040801,3,0,9999999
030000000102040802,3,0,31000
030000000102040803,3,1,31000
030000000102040804,3,1,39000
030000000102040805,3,0,40000
030000000102040806,3,0,37000
030000000102040807,3,0,41000
030000000102040808,3,1,22000
030000000102040809,3,0,42000
030000000102040900,3,1,43000
030000000102040901,3,1,10000
030000000102040902,3,0,9999999
030000000102040903,3,0,9999999
030000000102040904,3,0,9999999
030000000102040905,3,0,9999998
030000000102040906,3,1,25000
030000000102040907,3,0,9999999
030000000102040908,3,0,43000
030000000102040909,3,0,62000
030000000102050000,3,0,38000
030000000102050001,3,1,35000
030000000102050002,3,0,40000
030000000102050003,3,1,22000
030000000102050004,3,0,9999999
030000000102050005,3,0,9999999
030000000102050006,3,1,68000
030000000102050007,3,0,43000
030000000102050008,3,0,9999998
030000000102050009,3,0,40000
030000000102050100,3,0,22000
030000000102050101,3,0,38000
030000000102050102,3,1,42000
030000000102050103,3,0,28000
030000000102050104,3,0,41000
030000000102050105,3,1,35000
030000000102050106,3,1,9999998
030000000102050107,3,1,28000
030000000102050108,3,0,34000
030000000102050109,3,0,18000
030000000102050200,3,0,9999998
030000000102050201,3,0,10000
030000000102050202,3,0,9999999
030000000102050203,3,1,9999998
030000000102050204,3,0,16000
030000000102050205,3,1,35000
030000000102050206,3,0,12000
030000000102050207,3,1,34000
030000000102050208,3,1,22000
030000000102050209,3,0,30000
030000000102050300,3,0,43000
030000000102050301,3,0,34000
030000000102050302,3,0,36000
030000000102050303,3,0,28000
030000000102050304,3,1,31000
030000000102050305,3,0,31000
030000000102050306,3,0,9999999
030000000102050307,3,1,21000
030000000102050308,3,0,9999998
030000000102050309,3,1,48000
030000000102050400,3,1,47000
030000000102050401,3,1,40000
030000000102050402,3,0,35000
030000000102050403,3,0,20000
030000000102050404,3,1,9999999
030000000102050405,3,0,30000
030000000102050406,3,0,36000
030000000102050407,3,0,19000
030000000102050408,3,0,26000
030000000102050409,3,0,35000
030000000102050500,3,1,47000
030000000102050501,3,0,46000
030000000102050502,3,0,12000
030000000102050503,3,1,17000
030000000102050504,3,0,45000
030000000102050505,3,0,48000
030000000102050506,3,1,38000
030000000102050507,3,1,39000
030000000102050508,3,0,9999999
030000000102050509,3,0,41000
030000000102050600,3,0,36000
030000000102050601,3,0,32000
030000000102050602,3,0,9999999
030000000102050603,3,1,34000
030000000102050604,3,0,32000
030000000102050605,3,0,32000
030000000102050606,3,1,35000
030000000102050607,3,1,9999999
030000000102050608,3,0,9999999
030000000102050609,3,1,21000
030000000102050700,3,0,9999998
030000000102050701,3,0,45000
030000000102050702,3,1,10000
030000000102050703,3,1,23000
030000000102050704,3,0,9999998
030000000102050705,3,0,15000
030000000102050706,3,0,30000
030000000102050707,3,0,9999999
030000000102050708,3,0,44000
030000000102050709,3,0,9999998
030000000102050800,3,0,30000
030000000102050801,3,0,43000
030000000102050802,3,1,9999999
030000000102050803,3,0,45000
030000000102050804,3,0,40000
030000000102050805,3,0,14000
030000000102050806,3,0,42000
030000000102050807,3,0,9999998
030000000102050808,3,0,20000
030000000102050809,3,0,39000
030000000102050900,3,1,16000
030000000102050901,3,0,32000
030000000102050902,3,1,9999998
030000000102050903,3,1,9999998
030000000102050904,3,0,26000
030000000102050905,3,1,38000
030000000102050906,3,0,41000
030000000102050907,3,0,9999999
030000000102050908,3,1,30000
030000000102050909,3,0,21000
030000000102060000,3,1,35000
030000000102060001,3,0,9999998
030000000102060002,3,1,28000
030000000102060003,3,0,28000
030000000102060004,3,1,9999998
030000000102060005,3,0,9999998
030000000102060006,3,0,6000
030000000102060007,3,0,40000
030000000102060008,3,0,9999999
030000000102060009,3,0,9999999
030000000102060100,3,0,21000
030000000102060101,3,0,27000
030000000102060102,3,0,16000
030000000102060103,3,0,21000
030000000102060104,3,1,9999999
030000000102060105,3,0,36000
030000000102060106,3,0,36000
030000000102060107,3,0,9999999
030000000102060108,3,0,44000
030000000102060109,3,0,34000
030000000102060200,3,0,9999998
030000000102060201,3,1,46000
030000000102060202,3,1,9999999
030000000102060203,3,0,20000
030000000102060204,3,0,12000
030000000102060205,3,0,40000
030000000102060206,3,0,9999999
030000000102060207,3,0,38000
030000000102060208,3,0,12000
030000000102060209,3,0,38000
030000000102060300,3,1,30000
030000000102060301,3,0,35000
030000000102060302,3,0,9999998
030000000102060303,3,0,9999998
030000000102060304,3,1,9000
030000000102060305,3,1,38000
030000000102060306,3,0,35000
030000000102060307,3,1,42000
030000000102060308,3,0,9999999
030000000102060309,3,0,12000
030000000102060400,3,0,49000
030000000102060401,3,1,9999999
030000000102060402,3,0,29000
030000000102060403,3,0,9999999
030000000102060404,3,0,38000
030000000102060405,3,0,12000
030000000102060406,3,0,9999999
030000000102060408,3,1,50000
030000000102060409,3,1,9999999
030000000102060500,3,0,32000
030000000102060501,3,1,23000
030000000102060502,3,0,13000
030000000102060503,3,0,9999998
030000000102060504,3,0,9999998
030000000102060505,3,1,35000
030000000102060506,3,1,9999999
030000000102060507,3,0,18000
030000000102060508,3,0,9999999
030000000102060509,3,0,9999999
030000000102060600,3,0,30000
030000000102060601,3,0,26000
030000000102060602,3,0,9999998
030000000102060603,3,0,9999999
030000000102060604,3,0,36000
030000000102060605,3,0,57000
030000000102060606,3,0,38000
030000000102060607,3,1,39000
030000000102060608,3,1,36000
030000000102060609,3,1,29000
030000000102060700,3,1,9999999
030000000102060701,3,1,43000
030000000102060702,3,0,8000
030000000102060703,3,1,9999999
030000000102060704,3,0,27000
030000000102060705,3,0,36000
030000000102060706,3,1,36000
030000000102060707,3,0,20000
030000000102060708,3,0,9999998
030000000102060709,3,0,21000
030000000102060800,3,1,22000
030000000102060801,3,0,40000
030000000102060802,3,0,37000
030000000102060803,3,0,9999999
030000000102060804,3,0,30000
030000000102060805,3,0,9999999
030000000102060806,3,1,25000
030000000102060807,3,0,38000
